"","V1"
"1250",3.04842816956607
"1251",0.869083999560465
"1252",3.21376844935845
"1253",2.80081310068026
"1254",2.92248947776952
"1255",1.58342188198415
"1256",0.972194453804408
"1257",1.51120064485865
"1258",1.35252719953687
"1259",2.83516104871235
"1260",2.98730526360199
"1261",3.85386559007287
"1262",2.39549415373172
"1263",1.47376605328161
"1264",1.81956648704262
"1265",0.895680610413601
"1266",1.19707547778825
"1267",3.2303174809994
"1268",3.91127788259277
"1269",1.98046561445231
"1270",1.67771718710953
"1271",3.32284325028
"1272",1.32253302056248
"1273",1.80164651348687
"1274",0.955258170866304
"1275",2.94510964995454
"1276",1.38690471262454
"1277",1.35235194081569
"1278",1.17391789701927
"1279",1.4203280523228
"1280",1.1533023826163
"1281",1.24913179001198
"1282",2.45832052734599
"1283",4.11887572133448
"1284",1.45714539551757
